Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
0.106,0.73186517,0.18547618,0.090658374
0.085,0.62986374,0.16421102,0.075478494
0.065,0.54982674,0.1487562,0.06846809
0.05,0.43576643,0.12467817,0.06136164
0.046,0.36110908,0.105163984,0.05642809
0.038,0.30958992,0.0887832,0.05207106
0.032,0.2719265,0.074963294,0.04807242
0.024,0.24279828,0.063295685,0.044383515
0.022,0.16636376,0.03217218,0.032250747
0.017,0.06019246,0.004224742,0.012373594
2.831,3.4978113,3.4271102,3.817234
5.036,4.1459255,4.285321,4.9536366
3.031,2.8896441,2.9134653,3.4689062
3.579,3.101296,3.0777369,3.6929257
2.395,2.1035726,2.0104244,2.4989161
2.578,2.1055603,2.0029726,2.49851
2.898,2.1111448,2.0075738,2.5155766
2.728,2.131114,2.025884,2.562062
2.453,2.154046,2.047844,2.602516
2.702,2.1784441,2.0713515,2.6389027
1.861,2.2034569,2.095249,2.6724277
0.422,2.2286026,2.118907,2.7038338
2.798,2.2536104,2.1419926,2.7335842
2.323,2.2783294,2.1643372,2.7619712
2.205,2.3026772,2.1858644,2.789184
2.643,2.3266115,2.2065485,2.8153493
1.427,1.3337904,1.2333944,1.7318305
0.785,1.1903882,1.0353076,1.4723519
0.597,1.1222275,0.96135384,1.3691703
0.733,1.0643338,0.90982974,1.2984097
0.67,1.0109935,0.8646554,1.2369088
0.776,0.89365613,0.7663608,1.1019303
0.631,0.7959245,0.6845982,0.9873394
0.507,0.64650214,0.55940616,0.8066458
0.273,0.5025773,0.43775174,0.62322664
0.272,0.4176995,0.36419466,0.5076715
0.234,0.3666181,0.31785104,0.43334472
0.21,0.3349017,0.28699353,0.38411972
0.208,0.30010405,0.24826248,0.32576093
0.142,0.2812862,0.22285031,0.29215118
0.13,0.26797855,0.20273772,0.26841658
0.102,0.24647032,0.1696508,0.23199968
0.085,0.22748011,0.14238043,0.20206256
0.062,0.21003786,0.11953506,0.17619693
0.051,0.19394206,0.10035939,0.15367034
0.039,0.1790807,0.08426028,0.1340275
0.025,0.16535822,0.07074373,0.116896
11.146,9.32109,4.5932407,7.207989
16.205,12.112497,5.778096,9.008491
10.564,7.5535674,3.852162,5.8157616
6.053,7.557598,4.0137005,6.0186577
4.829,4.225574,2.5178325,3.6701658
4.202,4.1686516,2.4896848,3.681501
4.003,4.205728,2.484325,3.722848
3.123,4.3133054,2.4879797,3.828023
3.233,4.4057927,2.508164,3.9099858
3.811,4.486464,2.5359852,3.9756668
3.433,4.557854,2.567003,4.0298467
3.703,4.6218786,2.5990102,4.0758224
3.863,4.679986,2.6309211,4.115871
3.896,4.750121,2.6724575,4.162698
2.457,2.093573,1.3641728,2.1076312
1.608,1.424296,1.0872236,1.6778625
1.199,1.2405913,0.992754,1.5489763
1.194,1.1760541,0.9337593,1.477706
1.21,1.1412646,0.8845004,1.4192756
1.035,1.0783774,0.78088236,1.2897289
1.011,1.0232614,0.6977498,1.1754085
0.749,0.9262756,0.57654226,0.984285
0.482,0.8079416,0.46727315,0.77107644
0.467,0.7149957,0.40598422,0.62138486
0.514,0.64122343,0.36902094,0.5154664
0.39,0.5819657,0.34449646,0.43974286
0.319,0.49388853,0.31182307,0.34443906
0.293,0.3857686,0.26671338,0.2568337
0.232,0.33842504,0.24165426,0.22659586
0.138,0.26928154,0.19859307,0.18567051
0.134,0.22947724,0.17142746,0.16194834
0.125,0.19617827,0.14797834,0.14157937
0.105,0.16790755,0.12773679,0.12384455
2.504,4.339669,2.7450876,5.3548694
3.787,6.5446734,4.0117965,7.757268
4.213,7.6896043,4.626551,8.876134
5.04,8.3068905,4.952407,9.435896
5.762,8.6603985,5.148922,9.751036
4.379,7.0210958,4.109817,7.663161
3.847,6.2286196,3.6760864,6.7918797
3.55,5.6872473,3.4537945,6.331499
3.809,5.604713,3.4675505,6.3368955
2.43,5.6302605,3.5221832,6.4253616
4.974,5.6782765,3.5804853,6.525062
2.961,3.8582525,2.489445,4.406347
3.91,3.4018197,2.2718172,4.0200615
3.039,3.2812116,2.2236109,3.959647
3.115,3.2285416,2.2015955,3.971707
3.272,3.2090595,2.190401,4.004482
4.035,3.1874986,2.181019,4.0890427
2.599,3.1914196,2.1911364,4.1563644
3.699,3.2066057,2.2099292,4.212006
3.405,3.2266486,2.2322564,4.259596
3.793,3.2486494,2.2556872,4.3015056
3.348,3.271299,2.2790864,4.339291
3.793,4.054183,2.802335,5.281242
3.08,4.1374393,2.888755,5.442991
5.31,4.197985,2.9480908,5.5498815
4.724,0.7519323,0.79789114,1.5960336
3.832,0.7094738,0.7515322,1.5128096
3.419,0.68454015,0.72389996,1.4609787
2.017,0.66198987,0.6986032,1.4118794
1.452,0.64158446,0.6754245,1.3653592
1.102,0.6231093,0.6541667,1.321274
1.173,0.6063713,0.63465124,1.2794882
0.848,0.5432316,0.55804604,1.1008053
0.796,0.47811192,0.4696657,0.8563252
0.536,0.44836214,0.4214899,0.7065246
0.377,0.42439365,0.37590766,0.575025
0.452,0.40732527,0.34151408,0.49795148
0.34,0.3921175,0.31173277,0.44545594
0.332,0.3777195,0.28488523,0.40486434
0.235,0.3505961,0.2380861,0.3406447
0.17,0.32543436,0.1989978,0.2887253
0.149,0.302079,0.1663281,0.24509576
0.125,0.28039983,0.1390219,0.20812571
0.101,0.26027647,0.116198584,0.17674394
0.579,4.08494,2.985705,3.7355807
3.4,5.790482,4.3427877,5.551134
4.167,6.5536695,4.996524,6.463907
6.245,6.9420304,5.3450055,6.951413
5.464,7.17975,5.55957,7.237828
4.653,5.034332,3.9878826,5.2048774
4.39,4.80521,3.7740562,4.8357644
4.219,4.870423,3.8070192,4.8310547
4.18,5.0817266,3.9563665,4.988198
3.028,3.521039,2.7821453,3.4800553
2.01,3.2874558,2.562856,3.1612523
2.432,3.2592247,2.5198588,3.1027331
2.631,3.2711377,2.50693,3.1116948
2.719,3.2931657,2.504765,3.1439545
2.644,3.3340774,2.5095212,3.2027342
2.737,3.3713045,2.521983,3.2532828
2.446,3.4057086,2.5391812,3.297468
1.824,3.4533327,2.569884,3.3548505
2.671,3.4973865,2.6032999,3.4045208
2.485,3.5387506,2.6374772,3.448768
2.565,3.577977,2.6714284,3.4891095
1.095,3.6513026,2.7369523,3.561774
2.446,3.7189834,2.798362,3.6272068
2.605,3.7254755,2.8042662,3.6334476
1.069,2.5576637,1.9510908,2.5656118
0.876,2.0713286,1.5643635,2.0476844
0.776,1.7457949,1.2812121,1.6507434
0.676,1.6316512,1.1793953,1.5182174
0.565,1.5544304,1.115103,1.4463117
0.465,1.4866744,1.0613981,1.3899996
0.368,1.1009885,0.7803784,1.0719017
0.304,0.8605017,0.6263931,0.85860276
0.25,0.6704767,0.5177714,0.6763974
0.217,0.5261096,0.44028547,0.5257945
0.17,0.45406282,0.39768615,0.4471958
0.16,0.4098546,0.3660347,0.40055853
0.13,0.37707233,0.3387858,0.36849034
0.094,0.3251519,0.2913048,0.32200977
0.082,0.2820729,0.25067484,0.28511107
0.071,0.24493095,0.21572597,0.25315034
0.057,0.21271063,0.18565066,0.22490609
0.048,0.184733,0.15976836,0.19983819
3.734,2.8195848,2.6209478,2.7281048
4.472,3.692835,3.6886652,4.036122
4.997,4.025252,4.1633253,4.7187696
2.815,4.20525,4.4101543,5.124046
3.75,4.340243,4.568127,5.404404
6.557,3.2516155,3.5669096,4.45751
4.801,2.9902284,3.2156403,4.090543
4.735,2.9835722,3.0982068,3.9701793
4.259,3.0733647,3.1543849,4.070153
2.851,3.1648486,3.2310216,4.2045774
2.864,2.2771018,2.3234477,3.3121183
2.683,2.2067273,2.1840189,3.1206176
3.028,2.2053187,2.1666212,3.089033
3.274,2.213395,2.1698318,3.0929432
2.831,2.224002,2.1783156,3.1081717
2.798,2.2449896,2.1960711,3.1387653
3.208,2.265679,2.2143152,3.168697
3.701,2.2759144,2.223516,3.1834161
1.15,1.2248929,1.1732965,2.0360806
1.026,1.0825515,0.9708415,1.7310611
0.964,1.0460091,0.92754847,1.6538572
0.854,1.0138146,0.89451957,1.5932367
0.771,0.9546501,0.83971924,1.492854
0.961,0.89989865,0.7910792,1.4046806
0.54,0.6774527,0.59577,1.0512785
0.335,0.41094452,0.36341316,0.6270586
0.246,0.27819017,0.24769792,0.41427422
0.178,0.22390446,0.19968152,0.32631215
0.157,0.19087848,0.16960861,0.27202705
0.12,0.17033273,0.1499725,0.23755752
0.8,0.15712291,0.13644549,0.21478206
0.6,0.14190125,0.118787035,0.18724456
0.51,0.13318577,0.10682428,0.17041138
0.36,0.121445596,0.088950865,0.1469233
0.3,0.11183639,0.07469624,0.1281915
0.19,0.08769772,0.044394407,0.08560046
0.12,0.028225606,0.0039191246,0.013019975
0.162,3.6132922,2.7147422,2.8811705
3.323,4.896071,3.845986,4.0269847
2.547,5.407051,4.3527775,4.533758
1.874,5.6606264,4.611949,4.8035207
3.645,5.8266134,4.7716208,4.983755
2.657,4.412576,3.7266047,3.8938315
4.48,3.9844615,3.3419814,3.5322008
3.367,3.8822742,3.1903327,3.436932
2.957,3.9635684,3.231018,3.5178993
3.177,4.0592794,3.296892,3.6168804
3.191,4.1513624,3.3625114,3.712975
2.225,3.1141512,2.5413108,2.8792028
2.313,3.0203362,2.423104,2.7863045
2.3,3.0282514,2.413013,2.7919824
2.372,3.0646617,2.4277368,2.8287249
2.152,3.1070175,2.4485385,2.8721876
2.547,3.1781175,2.485214,2.9446034
2.357,3.2353458,2.5168433,3.0021465
3.616,3.2825847,2.5449066,3.048938
2.943,3.3405533,2.5823889,3.105179
3.173,3.3883536,2.61608,3.1503334
3.952,3.4297636,2.647132,3.18844
3.772,3.4670682,2.6761944,3.2219508
3.352,3.5016503,2.7036436,3.2523577
3.645,3.4473612,2.668635,3.2142324
2.701,1.8536047,1.4075623,1.8968298
1.94,1.6048208,1.1569355,1.6425588
1.543,1.50731,1.0665013,1.5361252
1.637,1.4308012,1.0047226,1.4541807
1.38,1.3608166,0.9509939,1.3798465
1.172,1.0736219,0.7398994,1.0750179
0.673,0.8672355,0.5965979,0.85532546
0.479,0.71854216,0.4983325,0.69648045
0.337,0.34716275,0.26132652,0.29227456
0.271,0.3011427,0.21351278,0.23810245
0.152,0.27529803,0.17807974,0.20720245
0.052,0.2339766,0.12443852,0.16050899
0.075,0.19915238,0.086978436,0.124603175
0.064,0.16502494,0.05727247,0.09273748
5.502,6.4098907,6.235011,10.748707
5.152,4.0982013,3.0199747,4.996122
5.933,3.5420728,2.9049432,4.673074
6.685,4.0663824,3.3767116,5.4629965
8.026,4.524233,3.785306,6.1526895
6.292,3.9520278,3.2748458,5.32042
7.007,4.4461513,3.752948,6.1471314
7.272,3.8710985,3.2835956,5.3932724
5.557,3.2709405,2.786499,4.601715
5.167,2.7299883,2.3642914,3.9400427
4.855,3.3832378,2.944973,4.9056535
4.419,2.8451955,2.4353483,4.0339637
4.076,2.1887417,1.8916276,3.1519177
3.175,1.7142223,1.6277021,2.6384027
3.379,1.3782204,1.2948406,2.0540204
2.936,1.2572458,1.1239014,1.8003474
1.917,1.1043745,0.96780056,1.607449
2.929,0.9601705,0.8757822,1.5015842
2.53,0.65305465,0.68096644,1.2300586
1.826,0.58552635,0.62220585,1.1301491
1.596,0.5183201,0.5433383,0.9767996
1.414,0.4982005,0.5105871,0.9061336
1.089,0.478395,0.47063032,0.816278
0.982,0.46162295,0.4315046,0.7286655
0.442,0.43048152,0.3599064,0.5817962
0.346,0.39914012,0.29615304,0.46530575
0.228,0.37099734,0.24542014,0.37776616
0.193,0.34160215,0.19852741,0.29924184
4.414,6.152431,3.7910693,6.731971
2.877,5.2472367,3.6817718,6.1685166
3.968,4.2354517,3.0816426,5.3659406
4.574,3.6383097,2.9094098,4.885039
2.866,3.2325716,2.4805582,4.5286984
3.019,2.0817125,1.799005,3.3013372
2.443,1.2509862,1.3300004,2.475835
2.067,0.7966052,0.9503029,1.9849699
1.88,0.69952196,0.8394335,1.8496865
1.9,0.6605225,0.79338187,1.7822858
1.803,0.59480387,0.71517205,1.6389225
1.263,0.50507396,0.5844731,1.3249964
1.159,0.4642095,0.5001382,1.0725577
0.886,0.43770537,0.4427915,0.8695865
0.713,0.42434904,0.41862485,0.77751976
0.59,0.40993854,0.39663205,0.6941724
0.5,0.3812242,0.3607211,0.57133496
0.28,0.32989478,0.3059017,0.43301576
0.237,0.28548428,0.26075983,0.3476386
0.19,0.24586454,0.22119544,0.28153884
0.16,0.21276625,0.18863891,0.23046368
0.124,0.15818916,0.13610892,0.15322942
9.552,8.948139,8.42182,9.955301
2.787,3.1584282,2.132365,3.5258408
3.793,3.6232362,2.9064066,4.124433
2.918,3.0410664,2.4567845,3.4920979
3.152,3.6759138,3.0623689,4.1809816
3.632,4.241798,3.5496283,4.7932425
5.133,5.3745947,4.4665475,6.022353
4.612,4.8454795,3.994803,5.490205
4.031,4.2524595,3.4698997,4.844814
4.339,4.788058,4.073294,5.4373913
2.787,3.8876562,3.5744572,4.598119
2.282,2.7725234,2.5134578,3.2954543
2.131,2.4739974,2.0080667,2.877003
2.387,2.3017144,1.7521334,2.6703703
2.38,2.1589162,1.6092807,2.5208774
2.148,1.8613068,1.4256036,2.2215526
1.709,1.2013446,1.1000737,1.5094086
1.152,1.0274646,0.99680376,1.2982235
1.238,0.8409165,0.86161464,1.0465103
1.141,0.78557795,0.8118639,0.9631658
0.943,0.73814803,0.7630658,0.88718265
0.65,0.67510873,0.6883512,0.78134495
0.56,0.5935223,0.5866987,0.64910406
0.47,0.5238949,0.5035698,0.5444155
0.457,0.46361405,0.43395948,0.45861617
0.396,0.408613,0.37219048,0.38419062
0.335,0.31870878,0.27514923,0.27116507
10.095,14.809211,8.914029,10.9068365
6.315,5.962201,4.046539,4.77715
6.271,5.7480536,3.9388409,4.773007
6.647,6.4758472,4.51768,5.6220694
5.735,7.0062594,4.942943,6.286016
6.677,5.896983,4.2794642,5.6993976
7.239,6.674638,4.826937,6.470143
6.224,5.670076,4.1967096,5.850838
7.217,6.598836,4.8278794,6.6640778
8.598,7.3986907,5.3819275,7.377123
9.469,8.15187,5.920027,8.0806055
7.467,7.1772304,5.3236866,7.469212
8.284,6.2966475,4.717464,6.845891
6.895,5.503173,4.2374215,6.2736983
8.007,6.599291,4.9504538,7.0789337
3.83,2.8839657,2.73602,4.366413
3.196,2.2130227,2.2193217,3.8011203
2.87,1.940717,1.9708394,3.5514119
2.659,1.7953005,1.8351752,3.4180155
2.52,1.6952505,1.7482517,3.3281791
2.051,1.5170789,1.605793,3.1583943
1.832,1.2272111,1.3411481,2.7436795
2.245,1.062828,1.1278534,2.2652693
2.086,1.0194945,1.0615008,2.0713649
1.599,0.97713506,0.9977849,1.8593688
1.374,0.9438013,0.9515111,1.6916552
1.013,0.87591577,0.8693153,1.3869634
0.645,0.75731945,0.74528545,0.99788404
0.5,0.6439888,0.6322165,0.74338686
0.407,0.5664873,0.555367,0.6077759
0.374,0.48994467,0.4796063,0.4925734
10.694,12.986796,10.755849,13.351087
3.918,3.9535186,2.984246,4.2924695
5.146,4.5716696,3.5219002,4.9355173
6.796,5.162176,3.9792354,5.542685
5.628,4.5325084,3.462253,4.9194307
6.026,5.071723,3.9385834,5.506252
5.832,5.9014044,4.59427,6.3536925
5.962,5.07802,3.9518342,5.5541553
2.89,4.057187,3.2876265,4.4656463
2.142,3.086293,2.6248107,3.5039485
1.918,2.2259328,2.0264206,2.6288009
1.563,1.9693401,1.7253633,2.3355377
1.31,1.8385472,1.5642633,2.1952422
1.262,1.7405252,1.4697441,2.098662
1.263,1.6564332,1.4075385,2.0176828
1.442,1.4843094,1.3077625,1.8462104
1.335,1.23525,1.1683308,1.5660633
1.59,0.9484201,0.94298875,1.139664
1.571,0.8987084,0.8871916,1.0461478
1.213,0.86170834,0.84270036,0.97600317
0.882,0.80231893,0.77121735,0.8704013
0.538,0.7026564,0.65777284,0.71371067
0.475,0.60942,0.55628216,0.58011883
0.492,0.54027885,0.4829255,0.48709872
0.48,0.47376755,0.41390345,0.40257016
0.359,0.36430076,0.30404726,0.27497706
12.447,8.621101,7.9941964,10.863633
4.386,3.517356,2.7877812,4.1048985
4.252,2.8323028,2.2281272,3.3924572
5.186,4.511134,3.6314356,5.507731
6.902,3.990215,3.402882,5.01549
6.944,4.6188836,3.9480975,5.7832203
9.391,5.2197347,4.4054484,6.4629993
9.865,6.9481163,5.6046185,8.345029
10.472,6.971064,5.6716337,8.41806
9.268,5.7720966,4.7766247,7.1108236
11.426,6.325443,5.3547177,7.936049
12.608,6.917759,5.869963,8.687708
11.759,6.950054,5.7191043,8.650401
10.681,5.690834,4.817701,7.27083
9.4,5.0972004,4.30004,6.55258
6.729,3.369676,2.9975903,4.517531
5.339,2.9713883,2.4208581,3.8008666
4.812,2.7754536,2.1502156,3.5093732
4.498,2.618794,2.0039442,3.350864
4.042,2.478326,1.909577,3.2360213
3.418,2.1773076,1.7503456,3.0031874
2.954,1.6098756,1.4548789,2.4898527
2.969,1.277922,1.2518104,2.088946
2.676,1.0944773,1.117917,1.7961196
3.612,0.96127695,1.0004387,1.5189316
2.262,0.89180666,0.9276913,1.3424697
1.477,0.83441067,0.8609211,1.1858311
1.612,0.72613096,0.7297968,0.92402816
0.876,0.6389088,0.6275984,0.7613854
0.733,0.5614514,0.53946424,0.6357928
0.552,0.4944626,0.46498814,0.53488475
0.515,0.3835133,0.34549004,0.37961343
3.658,8.7522335,7.2762465,9.77491
4.012,3.3464763,2.4498053,3.9889584
4.946,4.04229,3.092429,4.7669873
4.327,3.2631469,2.541485,3.9541159
5.237,3.868884,3.0809507,4.633107
4.08,3.286192,2.5951366,3.996198
6.371,3.9167185,3.1429956,4.7017117
5.467,3.309179,2.6263525,4.0380645
5.545,3.9044197,3.1531866,4.7035904
7.267,4.46156,3.602298,5.3341694
6.124,3.8878167,3.0799289,4.71715
7.987,4.490037,3.6283529,5.4016128
6.381,3.7947185,3.0274055,4.636291
2.626,2.3629043,1.9463531,2.8201396
2.29,2.3485305,1.9550971,2.805653
2.386,1.6681516,1.5178398,2.1033888
2.147,1.4622654,1.2658912,1.8365817
1.186,1.372732,1.1378344,1.7202047
1.609,1.3077224,1.066933,1.6438575
1.516,1.2515572,1.0228076,1.5808017
1.533,1.1344732,0.9560994,1.448202
1.46,0.9140358,0.83929867,1.1750032
2.1,0.7968339,0.7603688,1.0062662
1.839,0.7394746,0.7118876,0.91302544
1.472,0.7039425,0.67690676,0.8511185
1.303,0.6698074,0.63982964,0.7899797
1.198,0.6098594,0.5716667,0.6856814
0.84,0.54181176,0.49637523,0.5762602
0.625,0.47680056,0.42679846,0.47855827
0.539,0.41517615,0.36253658,0.39148197
0.502,0.3772443,0.3238173,0.34067225
0.462,0.28909478,0.23661892,0.2315427
6.885,11.556738,8.582306,11.945118
4.644,4.0347505,2.9529095,4.497621
3.827,3.3151069,2.4638243,3.7692766
4.307,3.9191017,3.0297792,4.403397
4.312,4.621863,3.570554,5.1393695
3.797,3.92957,3.025191,4.4398894
3.478,3.9543574,3.0896966,4.4742956
2.616,3.2783594,2.5752273,3.7697346
1.833,2.6914032,2.1164513,3.149185
2.309,3.3261352,2.6844776,3.7993505
1.056,2.12866,1.9580506,2.6250584
1.398,1.6995766,1.4904563,2.124618
1.529,1.5320293,1.2551523,1.923698
1.224,1.4223486,1.1277922,1.8032106
1.461,1.331616,1.0512843,1.7083755
1.241,1.1474808,0.9429164,1.5142126
1.314,0.8181726,0.7709076,1.1267855
1.274,0.647475,0.6550467,0.881898
0.856,0.58809257,0.6025328,0.7806767
0.806,0.5496433,0.5620725,0.7082117
0.652,0.5205825,0.52768576,0.65073115
0.558,0.4961231,0.49743143,0.60295355
0.579,0.42179942,0.40969223,0.47275692
0.46,0.3708336,0.3530396,0.39248323
0.34,0.31146184,0.28882882,0.305282
0.339,0.2823468,0.2580014,0.2650568
0.27,0.21971521,0.19335553,0.1847255
12.551,11.807951,10.498553,18.361507
3.794,3.2680655,2.2127864,3.4038687
6.034,3.573418,2.8453898,4.7247686
5.113,2.8647625,2.3414898,3.9683306
5.882,3.451301,2.8950868,4.9752536
6.44,2.9610147,2.4639204,4.247294
5.426,3.5637639,2.996072,5.100173
3.455,2.8546567,2.3874416,4.147848
5.765,3.4502065,2.937087,5.1197257
6.502,4.0042686,3.409433,5.9237146
5.624,3.4303195,2.897937,5.0399933
4.214,2.301468,2.0664053,3.5167022
1.755,1.7107167,1.5406816,2.576224
1.545,1.5195447,1.281896,2.1621726
1.23,1.3992742,1.1434165,1.9655185
1.493,1.2992369,1.0600148,1.8592327
1.229,1.2107887,1.0026088,1.7910727
1.035,1.0283153,0.90386695,1.6754599
1.433,0.664348,0.6925816,1.384479
0.692,0.56441367,0.6145849,1.2500207
0.693,0.49033588,0.5386141,1.0953869
0.864,0.45667958,0.49107993,0.9829518
0.933,0.43403685,0.44853038,0.8722037
0.546,0.41352797,0.4007256,0.7441168
0.465,0.382574,0.32845423,0.5702803
0.415,0.3566621,0.2750385,0.46030283
0.223,0.27015942,0.1365763,0.20790353
9.62,9.145649,9.1049,11.878539
6.958,5.3828616,4.475375,5.8131633
9.002,5.8581038,5.0079165,6.590304
9.32,6.33098,5.428665,7.3133364
12.482,6.8152986,5.8666735,8.026981
8.414,7.712237,6.9272423,9.570994
10.03,5.5148664,4.7388153,6.814433
8.879,4.9556994,4.280144,6.2819757
8.592,5.5049653,5.0219436,7.3062296
11.367,6.1421146,5.454577,7.8628154
9.398,5.586597,4.8841014,7.12508
8.359,5.016505,4.326257,6.405948
4.505,3.034428,2.7867165,4.4165587
3.899,2.6363783,2.1648147,3.598089
3.794,2.4440696,1.8885857,3.23604
3.307,2.2891495,1.7442158,3.0526142
3.19,2.150131,1.6517117,2.9398482
2.814,1.8535849,1.493113,2.7505543
5.886,1.2761263,1.1784418,2.3225958
3.304,0.9789953,0.9822828,1.981282
2.126,0.8231318,0.8552473,1.7061776
1.493,0.68988556,0.7076828,1.3016561
1.46,0.6594886,0.6609709,1.1526613
0.926,0.63838184,0.6233834,1.0295519
0.602,0.58417594,0.5145913,0.7054739
0.512,0.54142153,0.43300235,0.52644
0.376,0.5003611,0.36225447,0.40751323
0.27,0.46302238,0.30404228,0.32495794
0.202,0.40098795,0.21971522,0.2192621
6.383,7.188591,8.340271,12.7298765
3.403,2.8697374,2.577485,3.7867415
2.503,2.3011622,2.0432994,3.0068686
3.551,2.6966538,2.5181386,3.7303572
3.815,3.2051592,3.0087328,4.4641933
3.288,3.6784961,3.4454868,5.107136
4.024,4.138164,3.8712382,5.7332664
4.01,3.6541145,3.3538792,4.9552717
3.473,3.076989,2.843664,4.215768
3.14,2.2370067,2.2791052,3.172063
1.998,1.7690921,1.6889162,2.25337
1.751,1.592414,1.3758717,1.8588893
1.652,1.4747739,1.2163477,1.6900494
1.535,1.3724843,1.122782,1.5956984
1.489,1.2802037,1.0584996,1.5272642
1.7,1.0855749,0.94517195,1.390748
1.232,0.7199472,0.7229054,1.0828589
0.808,0.52696365,0.5722151,0.8487028
0.721,0.46307525,0.50853807,0.7409137
0.545,0.40913588,0.4410657,0.61936677
0.48,0.38283864,0.39841014,0.53885615
0.392,0.35810855,0.34736967,0.4422029
0.38,0.32924092,0.28149164,0.3310844
0.324,0.30631363,0.23527625,0.26575482
0.192,0.2847767,0.19673046,0.21574035
0.165,0.26315856,0.1621538,0.17280972
0.123,0.22609057,0.11183059,0.1130031
6.895,9.397908,8.433137,11.167369
2.621,3.78494,2.8389852,4.0642323
3.906,5.598589,4.488971,6.3252687
6.097,6.256329,4.9688272,7.131815
5.832,6.759403,5.3926272,7.7851796
6.757,7.392955,5.90594,8.593641
5.887,6.648963,5.256225,7.789735
6.354,4.766581,4.0491824,6.0852866
5.506,4.2358303,3.638471,5.54476
4.308,4.235532,3.507736,5.437877
3.34,2.6270053,2.341823,3.5897036
2.875,1.7125633,1.6190236,2.4925132
2.789,1.5723602,1.4609283,2.2781243
2.525,1.4442974,1.3242716,2.0948963
2.277,1.4055593,1.2978541,2.051246
3.288,1.3371757,1.2558106,1.9735028
3.197,1.2789404,1.2201436,1.9026476
2.68,1.1492994,1.1334002,1.7198194
1.876,1.0322076,1.0399129,1.5095725
1.365,0.9778159,0.9890459,1.3921641
1.31,0.9307888,0.9407124,1.2820735
1.107,0.8952577,0.9020459,1.1973786
0.664,0.83211535,0.8313751,1.0550412
0.47,0.72877765,0.71668243,0.8590371
0.41,0.6382242,0.6184313,0.71329147
0.339,0.54438937,0.51844025,0.575516
0.283,0.47159052,0.44215932,0.47511172
15.8,6.0395174,6.7988033,10.097758
4.224,3.777639,3.2996914,5.2430487
5.928,4.6098113,3.9301925,6.284419
3.026,2.8858325,3.1059046,4.604366
2.965,2.4321496,2.6612723,3.9655032
5.364,3.4539652,3.3313315,5.211256
5.419,4.24289,3.795609,5.971729
4.552,4.860022,4.4320626,6.94958
4.444,4.442284,3.8386896,6.0658703
7.264,3.6057305,3.5886128,5.4145226
7.067,4.7998652,4.4973793,6.9208055
5.596,4.52701,4.473845,6.7387123
4.248,3.3003504,3.3538628,4.892737
3.307,2.5350688,2.6900892,3.824371
2.477,2.1335711,2.0217698,2.8387644
2.457,1.9360175,1.66274,2.3991296
2.177,1.8827693,1.6043621,2.3289144
1.877,1.783585,1.5208979,2.221035
2.202,1.6501424,1.4318391,2.0911806
1.795,1.4969708,1.3369719,1.9412181
1.536,1.1266137,1.0876714,1.5338676
1.914,0.8541731,0.8567082,1.1516492
1.595,0.7859027,0.78391373,1.031013
1.333,0.7209315,0.7023191,0.8968186
1.171,0.68349785,0.6462439,0.8062611
0.823,0.63690645,0.5629326,0.6773966
0.542,0.58327514,0.45922136,0.5328175
0.418,0.5372895,0.38020048,0.43280935
0.433,0.49662203,0.3181295,0.3571409
0.342,0.4631531,0.271777,0.3015981
2.447,7.280182,6.032649,7.859331
2.527,3.8787396,2.8009908,4.071672
3.627,4.6233745,3.458071,5.1221824
4.389,5.515677,4.0804567,6.0649886
3.794,5.5169263,3.9124043,5.936565
4.349,5.309686,4.0304894,6.1856694
3.587,4.452396,3.4038043,5.459778
4.081,6.926552,4.9055953,7.44528
4.307,5.975012,4.5655193,7.062293
4.326,4.068934,3.2590811,5.454883
6.021,4.455358,3.4926467,5.7711177
5.448,5.252708,4.13026,6.575812
4.575,4.241386,3.3967855,5.635486
4.013,3.2937438,2.73478,4.7692714
4.418,3.051534,2.4858391,4.399273
4.818,3.8457487,3.1051922,5.125493
4.896,4.025115,3.1964672,5.1595807
4.116,3.3274622,2.6940765,4.380491
3.965,2.1703956,1.9775097,3.4600167
3.901,1.760836,1.5887539,2.9573765
3.496,1.615349,1.4160525,2.7306774
3.471,1.5323617,1.3297724,2.6140428
3.483,1.4677644,1.278709,2.5417264
4.041,1.3376465,1.2001872,2.419946
3.342,1.0411,1.0160481,2.060334
2.626,0.9591467,0.95091206,1.8990393
2.246,0.88422704,0.88110083,1.6998395
2.182,0.8428763,0.837868,1.5633125
2.065,0.7988936,0.78960663,1.404026
1.668,0.7454448,0.7310541,1.2142886
0.91,0.6459232,0.626729,0.92555344
0.867,0.56064373,0.539975,0.7368043
0.816,0.48666212,0.46550274,0.5995813
0.69,0.42244455,0.40132913,0.493107
0.415,0.31831288,0.298308,0.33764058
6.39,11.476944,10.277611,13.926797
2.196,4.1170244,2.4878657,3.8115964
5.005,4.2009935,3.24697,4.837286
4.796,3.4506938,2.7230015,4.1749663
4.256,2.8737774,2.3093812,3.6137373
5.53,3.5027401,2.895638,4.3970447
3.867,4.1345487,3.4218297,5.1197367
7.392,4.779175,3.9411278,5.8520083
7.374,5.267726,4.319206,6.411904
6.804,4.683817,3.8090584,5.754576
7.804,5.3460245,4.4264607,6.602474
7.413,6.0367928,4.9684863,7.419114
