Observed concentration,Predicted concentration symbolic regression,Predicted concentration Eleveld,Predicted concentration neural network
2.0,2.4921486,1.7228903,2.4055579
1.94,2.4049861,1.6897238,2.3718362
1.71,1.8797039,1.3532385,1.8760246
2.36,2.8830254,1.9555314,2.6940916
3.48,2.60874,1.822109,2.4631274
2.26,2.249969,1.4742014,2.1834168
2.26,2.2990541,1.5745158,2.3485465
1.69,1.5332793,1.1274132,1.6941459
1.61,1.5183523,1.099595,1.6992924
1.59,1.5116044,1.0906861,1.6947706
1.54,1.5370151,1.1080338,1.7068658
1.77,1.4274869,1.1072487,1.6719568
1.66,1.5446663,1.1452516,1.710222
3.34,3.9747734,3.0296848,5.1816363
3.68,3.5499635,2.6433249,4.2850513
3.97,3.4979737,2.5756364,4.245425
3.84,3.4399474,2.5263076,4.192522
2.41,3.454114,2.537964,4.2327027
3.41,3.4138603,2.525113,4.2062407
3.44,2.7468157,2.0559087,3.3576946
3.05,3.2950816,2.2894297,3.727607
2.24,2.7167883,1.9203933,3.0355577
1.79,2.0731487,1.4743315,2.3476913
2.14,2.029127,1.4395063,2.3459375
1.75,2.015227,1.4311559,2.3453703
4.74,3.1541698,2.2514083,3.625105
2.51,2.5363472,1.8350246,2.9500883
1.9,2.8771057,1.8732972,3.5610929
1.98,2.0990787,1.4935769,2.8082612
1.86,2.0184152,1.4535645,2.7657192
1.97,2.0002868,1.4520041,2.7912707
2.13,1.9499631,1.4221051,2.7325547
2.15,1.9164281,1.4141818,2.7048733
2.3,1.9085945,1.4262673,2.6942577
2.36,1.9172574,1.4389241,2.6931698
5.77,5.2057333,3.7779107,6.462828
4.27,3.6892297,2.6589906,4.3401814
4.41,3.5035806,2.5116506,4.200128
4.21,3.4792626,2.4962533,4.1900425
4.67,3.4739478,2.4950905,4.197726
5.42,3.470658,2.5146518,4.225761
3.86,3.4737048,2.5473106,4.1929407
2.77,2.9930694,2.3227136,3.1918015
2.97,2.9643075,2.24429,3.1479409
3.03,2.9637454,2.2161958,3.1559389
3.13,2.6846945,1.9809963,2.8497725
2.94,2.7117817,1.9974238,2.8984652
2.18,2.3519266,1.7278141,2.510613
3.33,2.3064992,1.7472582,2.5317001
2.53,1.7932115,1.3715321,1.8993739
2.02,2.1031444,1.6236701,2.3676188
2.56,2.1220472,1.6546031,2.404692
2.36,2.005743,1.5819402,2.2823725
2.54,1.9455591,1.5514145,2.2229116
2.34,1.9184892,1.5391308,2.1980035
1.82,1.8808061,1.5364792,2.1748087
3.08,2.0878406,1.5425082,2.4676216
1.6,2.0176408,1.4820998,2.349313
2.0,1.9952536,1.4610591,2.3330605
3.04,2.6318724,1.9326947,3.1478517
2.04,1.9813476,1.4472507,2.3210158
2.13,1.9440821,1.4356085,2.342654
2.57,1.9884839,1.5365628,2.4451413
2.46,2.066064,1.5656798,2.4034033
3.19,2.0226512,1.517133,2.3424942
3.28,1.9784521,1.4798424,2.294285
2.86,1.9501584,1.458144,2.2679892
3.17,1.939815,1.4608083,2.2716088
3.18,1.9179828,1.4622769,2.2320607
3.32,1.9317414,1.4845834,2.233255
2.57,2.7214682,1.5292004,2.6506174
2.42,2.5509188,1.5940645,2.729946
2.36,2.3591285,1.5262712,2.6485777
2.38,2.202775,1.4542373,2.5563607
2.48,2.2173638,1.462107,2.5941813
2.44,2.2854426,1.5157591,2.7140198
3.32,2.225127,1.5015309,2.6655219
2.65,2.222752,1.5106933,2.6531098
2.62,2.4839342,1.542413,1.7891586
0.92,1.0479605,0.76101005,0.9090201
2.22,2.291522,1.5265297,1.7941794
2.88,2.0871494,1.4612925,1.7264163
3.63,2.1074257,1.4868011,1.7565223
2.89,2.0670629,1.4954034,1.7544965
0.87,1.071447,0.7680524,1.0115244
2.03,1.6581876,1.1585773,1.5905093
1.81,1.9498744,1.3651879,1.898456
1.74,1.8456396,1.32173,1.8452755
1.47,1.8432367,1.3246224,1.8535548
1.82,1.8529316,1.3468713,1.8812441
2.65,1.9904412,1.4794846,2.0380855
1.56,2.6290193,1.5413774,2.1444044
1.88,2.2082453,1.504325,2.0574129
1.96,2.2391517,1.5513562,2.1360252
1.8,2.0507014,1.4599593,2.0125933
1.87,2.0332615,1.4549276,2.0106342
1.15,1.296839,0.9540272,1.2892079
0.58,0.54436505,0.5278697,0.6825127
2.52,2.3132932,1.467911,2.4070728
2.15,2.2320166,1.5039481,2.4049635
2.59,2.288661,1.5565019,2.5186532
1.65,2.1410608,1.4749674,2.4091823
2.03,2.1357274,1.4744259,2.421033
2.79,2.0769575,1.4519576,2.3965857
1.09,2.0971231,1.4847263,2.4143028
2.79,2.958516,2.2796385,3.076073
1.53,2.0269647,1.5054137,1.9349056
1.35,1.9886298,1.4399859,1.9206681
2.5,2.4898708,1.8093921,2.4679377
1.62,1.9316018,1.3777674,1.8293579
4.52,5.2643585,3.9511979,5.43555
3.96,3.5797713,2.5745108,3.4676397
0.25,1.0574021,0.69520265,0.93825006
3.55,1.0934094,0.7493356,1.0332758
0.86,1.1133513,0.7739852,1.0765474
1.18,1.0132068,0.72939914,1.0161101
0.94,1.0101402,0.72623914,1.0134339
1.16,1.0216879,0.73293614,1.0177834
1.08,1.053903,0.7625991,1.0411342
1.19,1.0756345,0.7829079,1.060635
2.5,2.414056,1.5039513,2.5191884
1.53,1.6621251,1.203112,2.000427
2.23,1.9949721,1.4326233,2.360084
1.95,1.8424119,1.377745,2.2669415
2.1,1.8407195,1.3853534,2.2698047
2.16,1.8797799,1.4318367,2.3240082
2.15,1.8149331,1.4078028,2.2593653
2.43,2.2717628,1.5387039,2.3871415
1.91,1.5276495,1.0742803,1.6302127
2.58,1.476272,1.0459486,1.6071703
2.97,2.032223,1.4326441,2.2120183
2.92,2.065534,1.4621167,2.2617214
3.23,2.0526617,1.4747277,2.2906373
2.42,2.0298672,1.4787595,2.2727847
2.74,2.256393,1.4842283,2.3057692
1.91,2.3054132,1.5390079,2.3738296
3.21,2.2715523,1.5209718,2.3673089
2.06,2.237984,1.5040407,2.3612862
2.38,2.2222931,1.4973345,2.357172
2.33,2.1960087,1.4962045,2.3498518
2.18,2.196279,1.507987,2.3471978
5.7,4.676119,2.9198337,4.559388
3.56,3.3448167,2.293076,3.5078568
4.65,3.2383282,2.2534244,3.5028133
3.94,3.1740952,2.2260008,3.5011675
3.93,3.1421506,2.2125053,3.4964597
3.41,2.7294645,1.9485197,3.1027095
4.78,2.8461952,2.047412,3.1914845
4.53,2.911053,2.1084347,3.2516832
4.3,4.14807,3.0324953,4.137035
3.45,3.0844066,2.2645204,3.0415998
3.63,3.475295,2.5714898,3.5055134
3.53,3.4437559,2.5629141,3.5101833
3.34,3.402961,2.5449493,3.4910517
2.83,3.3462722,2.5358915,3.4564784
3.01,3.346139,2.5575151,3.4444761
0.91,1.0459222,0.7851694,0.9488668
1.24,1.4677743,1.1609836,1.4291092
2.33,1.9169145,1.5112282,1.8512036
1.33,1.9205585,1.5077704,1.8686006
2.59,1.8688022,1.474712,1.8394773
2.22,1.8691809,1.4857525,1.8504614
2.31,2.3789704,1.5764898,2.4229379
1.8,1.8229394,1.2182909,1.9058478
1.98,1.7836593,1.1934842,1.8984334
1.65,1.7669564,1.1863483,1.9002429
1.79,1.7584319,1.1837012,1.8968123
1.86,1.7622807,1.1987715,1.9030881
1.74,1.7705361,1.2191517,1.9030977
3.56,1.7950002,1.2491077,1.9207618
3.01,1.7997817,1.2597831,1.9226846
4.0,2.6230254,2.0944626,2.693779
2.5,1.9537281,1.4908313,1.9712806
1.8,1.9470174,1.4951392,2.0050855
1.96,1.904956,1.4701761,1.9796541
3.09,1.8959582,1.4683305,1.9780974
2.17,1.9211472,1.5037526,2.0073318
1.78,1.9755334,1.558122,2.0555582
3.49,3.1088471,2.2659576,3.1184847
3.73,2.9996562,2.2014449,3.0263336
4.09,3.0249977,2.2323136,3.11618
4.2,2.943329,2.1859136,3.071093
4.02,2.8806221,2.1493573,3.0240612
2.52,2.894325,2.1871,3.0667586
3.62,2.3733306,1.835921,2.520622
3.38,2.3936024,1.8587328,2.5188172
1.49,1.8978162,1.200797,1.7473557
1.8,1.8407917,1.2560235,1.8247634
2.12,2.2045715,1.5005484,2.2026317
2.38,2.1609738,1.5065943,2.2164917
2.41,2.1019855,1.4795,2.1804204
2.79,2.0440648,1.4654627,2.1647902
2.46,2.0633042,1.4912941,2.1793363
2.31,2.767551,1.5778209,2.529446
2.69,2.3164124,1.5304508,2.4371912
3.4,2.2698748,1.5245404,2.4625049
3.76,2.4770608,1.6482289,2.70711
6.16,2.3894432,1.6196216,2.665941
3.06,2.380208,1.6437374,2.734203
4.26,2.613589,1.8192539,2.9992757
2.04,2.4828172,1.5289176,2.453535
1.94,2.4432573,1.5647477,2.4685054
2.14,2.3145447,1.502764,2.3931262
1.33,2.2848792,1.4895992,2.4078271
1.43,2.2719579,1.484034,2.4131527
2.1,2.2418425,1.4793051,2.4276338
2.44,2.3128269,1.5496434,2.5274966
3.24,3.6310425,2.2563999,2.8728402
3.32,3.2667835,2.2593672,2.8990927
3.08,3.1609046,2.2385619,2.8960502
3.42,3.11486,2.2363186,2.9050903
3.0,3.0788324,2.2207427,2.8833485
3.29,3.0555592,2.2205858,2.8500717
4.38,3.1717765,2.3198903,2.9438865
2.48,2.618006,2.3195448,2.4515183
2.35,2.8368108,2.349698,2.530845
3.05,2.7766013,2.2771966,2.4981775
3.68,2.7333333,2.2408943,2.5003836
3.64,2.704575,2.2210975,2.493463
2.28,1.682257,1.3901275,1.6209745
1.47,1.7357458,1.4779795,1.6542037
1.62,1.7308795,1.4769111,1.6327254
1.96,2.1729424,1.5401311,2.3317685
1.000001,1.0425647,0.75769347,1.1180921
0.5,1.6272802,1.1614207,1.8290089
0.96,1.5345149,1.107701,1.697554
0.75,0.9694337,0.71361583,1.0850071
0.96,1.5311255,1.1146069,1.7003613
1.73,1.485133,1.0985136,1.6545324
1.24,1.4767755,1.0990537,1.6454908
2.11,2.071671,1.4876798,2.304783
2.58,2.0914934,1.5105687,2.272712
3.54,3.299689,2.382635,3.7428577
3.86,3.9829204,2.8871264,4.354881
3.09,3.0374,2.2160695,3.3048592
2.62,3.0340965,2.2405105,3.418539
3.57,3.1029124,2.326043,3.464709
2.09,2.0093775,1.4688131,1.729578
2.57,2.0099611,1.483589,1.7768774
2.62,1.9693027,1.468212,1.7764854
2.48,1.9304038,1.4541668,1.7630672
3.01,1.9346176,1.4634624,1.7718722
2.52,1.9511425,1.494822,1.7883254
3.74,2.0277512,1.5726227,1.8516173
3.25,3.0928,1.8871301,3.0991287
2.76,2.0834746,1.4761828,2.363697
2.11,1.9881823,1.4378757,2.276478
2.14,1.9215845,1.4090618,2.2189856
4.23,1.9298633,1.4166753,2.228092
1.17,1.6481673,1.2505225,1.9478121
2.26,1.6770976,1.2778445,1.987873
2.53,2.0677612,1.380682,1.6058637
1.92,2.2900033,1.5744623,1.8472728
1.83,2.6936977,1.8625871,2.1776202
2.61,2.6883693,1.8803813,2.1966033
2.83,2.6629307,1.872594,2.1831732
1.8,1.7612675,1.123972,1.4408351
1.39,1.6942786,1.1630205,1.5094126
1.47,1.5999563,1.1292516,1.4714304
1.3,1.5605633,1.113319,1.454592
1.37,1.5499877,1.1093359,1.4477233
0.87,1.0640024,0.7991779,1.0307405
1.32,1.6904832,1.2085302,1.5255005
1.3,2.4391496,1.5350673,2.1695304
2.02,2.2384348,1.5420226,2.1447802
1.81,2.1147163,1.490836,2.0887792
1.87,2.137011,1.5160059,2.1348214
2.16,2.0104787,1.4418938,2.0262487
1.91,1.9993886,1.4488268,2.020421
2.31,2.0408862,1.4988713,2.052319
3.02,2.137613,1.601907,3.150628
3.14,2.1020186,1.5743518,3.0608816
2.12,2.0572288,1.5417619,3.0030665
2.74,2.0201619,1.5179818,2.960588
3.05,1.9476008,1.4689955,2.8587136
2.98,1.9699757,1.5003413,2.9246852
2.99,1.9667351,1.5143582,2.9165258
3.23,1.9818561,1.5336715,2.926768
2.57,2.5342093,1.5704534,2.448682
1.88,2.3061166,1.5168644,2.3279386
2.2,2.239662,1.4928609,2.3101852
2.46,2.2090993,1.486143,2.3170094
2.39,2.1908696,1.4809434,2.3163562
2.2,2.1521332,1.4723006,2.2902942
2.56,2.1836712,1.5180315,2.3059285
1.97,2.8538632,1.677731,2.574146
2.78,2.6055346,1.7303371,2.5909355
2.14,2.3866446,1.6403925,2.4724946
1.9,2.35959,1.637619,2.4941046
2.18,2.3246741,1.6215107,2.4780447
2.76,2.3011754,1.622736,2.4787967
2.39,2.228317,1.5952481,2.384887
4.69,4.3744173,3.0420992,5.2249637
4.31,4.2897544,3.0170639,5.007186
4.83,4.198055,2.9452631,4.9240665
3.94,4.099562,2.870643,4.852661
3.31,4.150898,2.904497,4.9406137
3.69,4.0700326,2.8684998,4.882276
3.03,3.2685606,2.3396108,3.9283655
3.67,3.509727,2.538066,4.183163
3.09,2.9000676,2.2481024,3.525945
2.24,2.040358,1.5367488,2.3124206
2.46,1.9665945,1.4753464,2.2407613
2.68,1.919792,1.4414974,2.2083793
2.62,1.9255216,1.450053,2.2313735
2.23,1.8961351,1.4423199,2.2063675
2.26,1.8912822,1.4550953,2.1888318
3.67,3.0219798,2.249121,2.927802
2.41,3.0909948,2.2961648,2.9998755
3.59,2.9806406,2.228786,2.945273
1.96,1.8299648,1.3969861,1.8843552
1.78,1.843953,1.4167655,1.9149283
2.37,1.8786012,1.4549117,1.9219371
2.46,1.9884101,1.5529937,1.9981983
1.42,1.528011,1.1230649,1.5386058
1.39,1.5652521,1.1725106,1.5779542
1.63,1.4750838,1.1199065,1.5098877
1.6,1.4524609,1.113263,1.5098495
1.48,1.3911061,1.0739071,1.4550768
1.44,1.3925431,1.091466,1.4763258
2.2,1.4329479,1.135548,1.51444
4.15,6.525802,4.601061,6.302059
4.23,4.1328425,3.001666,4.0367403
6.24,6.5381083,4.7213345,6.5269694
6.16,6.0633802,4.4408336,6.046609
6.82,5.938842,4.3749166,5.963093
4.74,4.566337,3.4509718,4.727054
5.34,4.5332923,3.4626632,4.6186724
5.05,4.513731,3.4819643,4.5664396
4.3,3.750538,3.0394695,4.636064
3.71,3.9591637,3.0798907,4.3704515
4.24,3.9187882,3.0128403,4.2881966
4.11,3.864278,2.9569182,4.2380095
4.14,3.807174,2.9137342,4.1882424
2.95,2.3989365,1.8260752,2.6313787
1.44,1.841567,1.1734519,1.4880414
0.78,1.6368517,1.1437961,1.4562271
1.14,1.6642448,1.1813583,1.5125313
1.4,1.5397668,1.120427,1.4382745
1.75,1.5143245,1.107302,1.4237492
2.53,2.7669697,1.8998798,3.1705067
2.59,2.7143307,1.8731221,3.0538223
3.46,3.285702,2.2306235,3.7187238
4.32,3.837958,2.598471,4.3463726
5.37,4.2183414,2.8654487,4.7639017
4.13,3.2136855,2.1512759,3.6037765
2.94,2.6864974,1.8163325,2.9869351
2.14,2.8805444,2.21013,3.2269638
2.06,2.0011125,1.4806485,2.1108837
2.49,2.3699603,1.7881737,2.625926
2.45,2.3579946,1.7777737,2.6045976
1.9,2.3548398,1.7764782,2.6105702
3.35,2.3274171,1.7788997,2.600689
2.53,2.326964,1.7932003,2.5909119
2.9,2.3822157,1.8668075,2.355911
2.85,1.9705361,1.5022376,1.9180839
2.24,1.8923986,1.4502882,1.8664484
2.29,1.8629193,1.4358662,1.8666376
3.03,1.883833,1.4567357,1.8978848
3.09,2.3735175,1.8525282,2.3821568
2.46,2.3773303,1.8755003,2.381917
2.47,2.3945458,1.9040389,2.3920188
4.27,2.438701,1.5402086,2.0435839
1.91,1.6109455,1.1291986,1.4972305
3.09,2.541146,1.7532092,2.3966637
2.47,2.151116,1.4855851,1.9838017
2.34,2.1569483,1.5019565,2.004054
2.25,2.1158142,1.5063808,1.9932086
2.46,2.0413392,1.4793981,1.9181418
2.44,4.352007,2.950973,3.4657428
4.38,3.776893,2.6792538,3.1740339
4.62,4.2516427,3.0340035,3.5990655
3.97,4.087372,2.9881952,3.5533564
4.03,4.011869,2.952733,3.5110261
4.5,3.9524486,2.9476128,3.4700484
2.43,3.4090364,2.6058228,3.004068
1.8,1.7291672,1.5225534,1.9250882
3.3,1.8496029,1.5327241,1.8400702
2.65,1.8650169,1.5227107,1.8411976
3.73,1.8436689,1.4938543,1.8230274
2.73,1.8385139,1.4885153,1.8249328
2.61,2.2648413,1.8513695,2.2696424
2.35,2.29149,1.8813616,2.2882092
2.27,2.6248634,2.1690397,2.6021252
2.79,2.4264548,2.0163677,2.401296
2.88,2.6509457,2.237459,2.6619222
1.29,2.2165248,1.5603461,2.6873689
2.64,2.0372052,1.4441093,2.3711631
1.97,2.1002107,1.4710784,2.4433422
6.34,2.1563268,1.4969084,2.51896
2.57,2.0179026,1.3989205,2.3482149
3.59,2.0848093,1.4434383,2.4400985
3.27,2.0894737,1.4620222,2.428776
3.7,2.064799,1.456722,2.3819096
1.2,2.430722,1.5025308,2.135563
2.18,2.2909617,1.537668,2.1584089
2.27,2.1999981,1.50932,2.128585
1.65,2.13412,1.48046,2.0927775
1.66,2.102534,1.4656531,2.0713584
1.7,2.0876448,1.4705096,2.0542076
1.74,2.030515,1.4535654,1.9818329
3.25,2.8066792,1.6978642,2.0691192
1.17,1.5650085,1.130334,1.4000709
1.18,1.5836555,1.1384804,1.4182203
1.46,1.5274574,1.1107893,1.3825716
1.72,1.5354923,1.1156728,1.385554
2.27,1.5145123,1.1090908,1.3592429
1.91,1.5933933,1.1947855,1.443858
1.59,1.6454849,1.2288927,1.467547
4.24,4.4585853,3.072227,3.6850336
1.88,2.018838,1.5158106,1.8755275
2.25,1.9159079,1.445782,1.8064885
2.18,1.9245842,1.4485584,1.7976418
2.25,1.9311249,1.4536642,1.7947797
2.14,1.775083,1.3521489,1.6389803
1.95,2.542285,1.8609241,2.1681802
0.74,1.0812598,0.79563653,0.8670763
0.38,0.99474114,0.7391441,0.8340862
0.98,1.0135918,0.7606896,0.86454386
0.96,1.031694,0.78045726,0.889009
0.8,1.4124084,1.0700495,1.19681
1.58,1.5216863,1.1598086,1.3110002
2.28,1.4622744,1.1368253,1.274606
2.03,1.437498,1.1271297,1.254463
1.72,1.946679,1.580157,2.0479825
1.52,1.8900028,1.4990599,1.9641255
3.33,1.8811862,1.4890034,1.9598485
2.09,1.8769709,1.4871397,1.9675375
1.83,1.8545034,1.4721476,1.9538484
2.01,1.7998081,1.4460775,1.909531
0.83,1.8236053,1.482211,1.9271293
2.71,1.832335,1.5012689,1.9235574
1.22,2.2923484,1.4905108,2.5201173
6.24,2.0261695,1.4613566,2.4518764
2.21,1.9623176,1.4491163,2.4290125
3.01,1.7886679,1.3635634,2.2667499
2.62,1.7392441,1.3311139,2.1987967
2.25,1.7480608,1.341979,2.2048693
1.99,1.8406287,1.4230136,2.327039
2.99,2.0005448,1.5282812,2.2541404
1.98,1.9973863,1.4943974,2.1824462
2.15,2.0169003,1.4830074,2.1882408
1.68,1.9114044,1.3927814,2.0667844
0.56,1.1175882,0.7768238,1.1105514
1.22,1.563386,1.1395043,1.7303718
1.62,1.6355268,1.2044663,1.7764058
1.41,1.8491107,1.3743954,2.000739
0.78,1.2532928,0.9238394,1.3057574
3.04,4.261042,3.0129468,4.585646
3.87,4.1793056,3.0079448,4.444449
4.43,4.1804194,3.0185223,4.5062013
4.52,4.077987,2.9578927,4.4544525
3.21,2.9889195,2.205365,3.2832053
3.05,2.9187896,2.1602538,3.2859588
3.63,2.846682,2.136321,3.138379
3.53,3.008935,2.2603176,3.3137023
1.9,2.4114726,1.5234743,2.0377226
0.55,0.77701026,0.60527456,0.7562647
0.62,0.95740414,0.71338904,0.9644339
1.73,2.36979,1.5900114,2.1508036
2.56,2.437928,1.7447066,2.328305
2.13,2.6793993,1.9487625,2.5800428
3.61,2.6503716,1.9545882,2.579518
2.55,2.0377617,1.5259384,2.2845504
2.61,2.024265,1.5030937,2.161859
3.75,1.837583,1.3712153,1.9907529
2.73,1.9485956,1.4541045,2.1368563
1.44,1.9388392,1.464318,2.1458902
2.25,1.9886175,1.5191251,2.188199
2.02,2.0231555,1.552673,2.2178433
2.02,2.497549,1.502437,2.0149949
2.61,2.2337394,1.5317231,2.040538
2.41,2.1201587,1.4988649,2.0076523
1.43,2.1075547,1.5066861,2.0303867
1.43,2.00598,1.4410264,1.9373258
2.08,1.8809394,1.4874396,2.2148983
4.68,2.005128,1.539789,2.1677575
2.05,1.8981924,1.4371485,2.023725
1.94,2.4247224,1.8333774,2.657905
3.12,2.4477673,1.8443167,2.6504898
2.04,1.9499587,1.4338115,2.0497503
1.78,1.9563287,1.4638453,2.0408225
1.5,1.8831903,1.4338413,1.9998093
2.86,1.9664458,1.5096986,2.07688
1.77,2.2480376,1.5005987,1.8395839
2.24,2.110303,1.4494326,1.7907399
1.8,2.1580734,1.4992702,1.8632777
2.37,2.1212316,1.4867198,1.845357
2.52,2.0901935,1.472432,1.8235955
2.16,2.0602777,1.4716219,1.7939191
1.89,2.0757356,1.5039494,1.7994354
1.45,2.1092317,1.5430671,1.8322978
2.07,2.1673446,1.3710774,2.3018973
2.32,2.0047624,1.4165803,2.3515983
2.0,1.9105607,1.3894666,2.2902575
3.12,1.8723863,1.3795382,2.2635937
2.03,1.8538456,1.3722818,2.240842
2.03,1.8345455,1.376789,2.2282605
1.56,1.7430607,1.0723219,1.4101483
1.38,1.6312242,1.1338406,1.4770017
1.6,1.5707273,1.1142484,1.4607283
1.59,1.5003984,1.0905385,1.4431663
1.71,1.50241,1.0943545,1.4521856
2.24,1.5455338,1.133406,1.4930602
1.73,1.5300596,1.1384212,1.4729819
1.63,1.5256536,1.1443642,1.4683064
2.53,2.1751597,1.4616458,2.286031
2.83,2.036936,1.4829226,2.289955
2.5,1.9839532,1.4776623,2.245054
2.99,1.8947561,1.4386389,2.1728837
2.45,1.8888755,1.4410272,2.1735408
2.46,1.8971901,1.4664382,2.197867
2.03,1.940308,1.5163239,2.2598982
2.41,2.442759,1.4590703,2.5743322
2.34,2.4173534,1.5641099,2.6814814
2.35,2.2808347,1.5058838,2.608247
2.23,2.2158027,1.4756612,2.5871415
2.38,2.1769624,1.4557772,2.5702827
3.95,3.3370214,2.1802642,3.8614726
3.8,3.2298443,2.1870623,3.8530517
4.75,3.1720278,2.1808715,3.7945607
3.74,3.3680878,2.33847,4.04073
1.67,2.0271153,1.4855282,2.2368245
1.59,1.996621,1.460858,2.1280456
2.56,2.0221314,1.483347,2.1924033
2.34,1.940965,1.4338806,2.1406782
2.23,1.9427437,1.4391297,2.1549084
2.59,1.9039373,1.4258116,2.1252975
2.08,1.418271,1.0910201,1.5824156
1.87,1.4693565,1.1340779,1.6173936
4.31,4.834316,3.8467455,5.0126963
1.8,2.112613,1.5525298,1.9725087
2.03,1.9007156,1.4373807,1.9500616
2.12,1.8436687,1.4238417,1.9460212
2.14,1.8107326,1.4089457,1.9200565
2.24,1.8104371,1.4341977,1.898824
1.96,1.8601413,1.4875311,1.9233749
1.88,1.8553805,1.485971,1.915104
1.27,1.9714605,1.341949,1.6268356
0.81,0.88145655,0.76115626,0.97223306
0.77,0.9062977,0.7140169,0.9312701
0.86,0.87200856,0.6675507,0.8614127
0.73,0.86852634,0.65895903,0.8448889
0.77,0.8869274,0.66249233,0.82190967
0.7,0.6949625,0.6095962,0.7258126
0.68,0.72504026,0.57390195,0.69186395
0.93,1.8723742,1.5033213,1.8821347
2.3,1.8901176,1.4731084,1.8526499
1.81,2.3295488,1.8321013,2.341533
2.82,2.2062638,1.7212654,2.1999457
3.11,2.2016864,1.7149373,2.2045429
3.44,2.0429833,1.6158173,2.075343
3.61,2.6178796,2.0838082,2.634116
3.09,2.4274592,1.9534656,2.4444144
5.81,5.4352436,4.6278124,5.732521
2.72,2.4132476,1.9016159,2.3705792
1.41,1.7703981,1.4149446,1.8271272
2.53,2.1669102,1.7691212,2.258548
2.78,2.2602699,1.8348646,2.3171017
2.36,2.2732127,1.8658731,2.327417
3.11,2.2823985,1.8870745,2.3274598
2.13,1.1399161,0.7738134,1.1255546
1.000001,1.1226244,0.7612707,1.1778092
1.01,1.070832,0.72912484,1.1463332
1.18,1.0848356,0.74109626,1.1751502
1.18,1.0898415,0.74511325,1.1832203
1.29,1.5281156,1.0464301,1.6425346
2.4,2.49649,1.6418965,2.5578446
2.4,2.4612536,1.4844525,2.2954333
2.82,2.2869117,1.511836,2.3553805
1.95,1.5482533,1.1329595,1.7826316
1.91,1.5558141,1.0969905,1.7735642
1.13,0.9899908,0.7727326,1.2651132
1.11,0.9981127,0.71201926,1.1613526
1.62,2.3312163,1.5405718,1.921814
1.8,2.244955,1.5753064,1.9928218
2.06,2.0216575,1.4565288,1.8516695
1.98,1.9062035,1.4007087,1.7886807
1.77,1.898364,1.396512,1.7849654
1.29,1.9482473,1.437304,1.812141
2.35,1.6955739,1.3123353,1.6266787
4.65,3.367385,2.240984,3.4534812
3.7,3.2051508,2.1408856,3.1933165
3.72,3.235695,2.1704693,3.2555835
3.75,3.1173208,2.1029785,3.150865
3.37,3.2340915,2.1878278,3.2906637
3.06,2.3203483,1.6053077,2.362734
3.31,1.7688794,1.2600139,1.7645367
2.58,1.8318889,1.3103349,1.8120207
2.32,2.0968413,1.5018617,1.9763788
1.47,2.1223814,1.5472114,2.0881858
2.48,2.0362728,1.4992801,2.0414834
2.38,1.9414514,1.4409364,1.97168
2.13,1.9815333,1.4738057,2.023945
2.14,1.9877466,1.4947447,2.0371983
3.34,3.4454079,2.2259974,3.378644
1.43,1.963936,1.4520652,2.1679273
2.16,1.8510538,1.4011,2.060861
2.51,1.7580237,1.3386663,1.9307557
2.16,1.8635513,1.428172,2.0790603
2.82,1.8958861,1.4731829,2.1233447
1.17,2.1330247,1.5465792,2.0179412
1.52,2.099055,1.5424292,2.0215344
1.21,2.02152,1.4988183,1.985857
1.84,1.8764768,1.4050915,1.8749181
1.68,1.7704551,1.3345263,1.7810668
2.47,1.9367088,1.4687704,1.9516172
2.27,1.7809812,1.3754433,1.7972943
1.75,1.9971642,1.5422823,1.9895188
2.38,1.8610535,1.4518614,2.2628188
1.44,1.4863704,1.1203963,1.6606004
1.59,1.4763111,1.1076714,1.6767801
2.21,1.8632916,1.4147652,2.166156
1.96,1.86426,1.4127067,2.1474562
4.11,2.9455767,2.2446406,3.4283698
3.07,2.389923,1.828375,2.756392
2.43,2.5255032,1.873121,2.8949747
2.9,2.5929458,1.9086764,2.8734941
2.2,1.8844349,1.3888997,2.1165936
2.24,1.9286358,1.4248011,2.1924703
2.14,1.9719594,1.4745988,2.2634878
2.82,2.4692817,1.8600723,2.7978408
2.92,2.4821694,1.8869166,2.8084862
3.07,2.4308672,1.867468,2.7257097
3.02,1.7231935,1.3470058,1.9135377
3.22,2.4153197,1.8800305,2.6854806
1.79,2.102545,1.5068357,2.3494382
3.79,2.0494113,1.4830433,2.2409346
2.05,2.0522468,1.4862816,2.270178
2.28,1.9432843,1.413554,2.1804426
2.44,2.0012887,1.4572606,2.2592106
2.44,2.3756833,1.4753014,2.0791235
3.32,2.2432234,1.5381241,2.184675
1.65,2.1696756,1.5184486,2.1856945
2.04,2.0906,1.4819419,2.1510766
2.22,2.1044853,1.4916055,2.171804
2.06,2.0589359,1.4752529,2.1420085
3.99,2.0674486,1.5025054,2.1436408
3.05,2.6262453,1.8336695,2.9255846
2.36,2.6962874,1.9118638,2.9546123
1.79,2.638253,1.8780736,2.9270263
2.02,2.576689,1.8411784,2.8958282
2.03,2.5433197,1.8223859,2.8795924
2.01,1.944245,1.4266623,2.2391193
1.96,1.9789762,1.4619257,2.2771323
1.8,2.6555908,1.8222508,3.1729565
2.39,2.181419,1.5155543,2.518352
2.96,2.6731262,1.8336987,3.118352
3.14,2.6881478,1.842466,3.12524
2.69,2.5590582,1.7520583,2.9633408
